"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"06.02.2024","18.249,00","17.698,50","17.769,00","17.560,75","623,17K","-0,22%"
"05.02.2024","18.290,00","17.696,00","17.745,50","17.554,25","621,65K","3,41%"
"03.02.2024","17.687,00","17.687,00","17.687,00","17.687,00","","-3,47%"
"02.02.2024","18.322,50","17.588,00","17.775,50","17.465,50","761,17K","1,67%"
"01.02.2024","18.021,25","17.273,25","17.646,75","17.262,75","705,24K","1,08%"
"31.01.2024","17.829,50","18.000,00","18.000,00","18.000,00","0,00K","-1,92%"
"30.01.2024","18.178,00","17.711,75","17.735,75","17.467,00","554,15K","-0,63%"
"29.01.2024","18.294,00","17.502,00","17.716,25","17.457,50","568,74K","4,51%"
"27.01.2024","17.504,75","17.504,75","17.504,75","17.504,75","","-3,34%"
"26.01.2024","18.109,00","18.107,25","18.107,25","18.107,25","0,00K","-0,55%"
"25.01.2024","18.209,25","17.614,75","17.752,00","17.542,00","710,82K","0,07%"
"24.01.2024","18.195,75","18.304,50","18.304,50","18.304,50","0,00K","0,50%"
"23.01.2024","18.105,75","17.461,00","17.558,25","17.409,50","508,08K","0,42%"
"22.01.2024","18.030,75","17.466,00","17.585,00","17.434,00","637,25K","3,25%"
"20.01.2024","17.462,75","17.462,75","17.462,75","17.462,75","","-3,03%"
"19.01.2024","18.008,75","17.116,00","17.471,25","17.107,25","758,13K","2,02%"
"18.01.2024","17.653,00","17.671,00","17.671,00","17.671,00","0,00K","1,39%"
"17.01.2024","17.410,50","16.978,00","16.982,00","16.689,25","722,78K","-0,55%"
"16.01.2024","17.507,00","16.961,75","17.033,75","16.811,75","816,02K","3,37%"
"15.01.2024","16.936,25","16.946,75","17.022,75","16.933,50","108,24K","-0,05%"
"14.01.2024","16.945,25","16.955,25","16.964,00","16.939,00","3,74K","-0,06%"
"13.01.2024","16.955,25","16.955,25","16.955,25","16.955,25","","-3,16%"
"12.01.2024","17.509,00","16.957,75","17.042,50","16.866,50","593,45K","0,01%"
"11.01.2024","17.507,00","16.955,00","17.057,00","16.753,00","756,44K","0,12%"
"10.01.2024","17.486,00","17.407,75","17.407,75","17.407,75","0,01K","0,67%"
"09.01.2024","17.369,50","16.788,00","16.868,50","16.657,75","605,92K","0,15%"
"08.01.2024","17.343,00","17.271,00","17.271,00","17.271,00","0,00K","5,33%"
"06.01.2024","16.465,00","16.465,00","16.465,00","16.465,00","","-3,14%"
"05.01.2024","16.998,00","16.455,00","16.577,25","16.334,25","627,48K","0,02%"
"04.01.2024","16.994,50","16.545,25","16.587,25","16.436,00","559,46K","-0,54%"
"03.01.2024","17.087,50","16.736,75","16.737,25","16.522,00","677,22K","-1,06%"
"02.01.2024","17.271,00","17.019,00","17.038,50","16.622,50","652,71K","1,42%"
"01.01.2024","17.029,50","17.018,25","17.037,00","17.014,75","4,58K","0,15%"
"31.12.2023","17.003,75","17.003,75","17.003,75","17.003,75","","0,00%"
"30.12.2023","17.003,75","17.003,75","17.003,75","17.003,75","","-3,25%"
"29.12.2023","17.575,50","17.090,25","17.131,00","16.938,25","470,86K","-0,42%"
"28.12.2023","17.650,00","17.127,00","17.165,25","17.077,75","357,70K","-0,14%"
"27.12.2023","17.675,00","17.090,25","17.133,00","17.055,50","424,30K","0,17%"
"26.12.2023","17.645,50","16.964,50","17.111,25","16.964,50","292,09K","3,77%"
"25.12.2023","17.004,00","16.991,75","17.011,00","16.985,00","5,88K","0,24%"
"24.12.2023","16.962,50","16.962,50","16.962,50","16.962,50","","0,00%"
"23.12.2023","16.962,50","16.962,50","16.962,50","16.962,50","","-3,30%"
"22.12.2023","17.542,00","16.956,00","17.041,50","16.891,50","486,85K","0,13%"
"21.12.2023","17.520,00","16.790,25","16.970,25","16.790,25","639,82K","1,10%"
"20.12.2023","17.329,00","17.350,00","17.350,00","17.350,00","0,00K","-1,48%"
"19.12.2023","17.589,00","16.917,00","17.029,50","16.910,75","496,52K","0,47%"
"18.12.2023","17.507,00","16.820,25","16.974,00","16.802,25","463,44K","4,12%"
"16.12.2023","16.815,00","16.815,00","16.815,00","16.815,00","","-3,30%"
"15.12.2023","17.388,00","16.532,50","16.612,50","16.521,50","12,65K","0,39%"
"14.12.2023","17.319,75","16.561,50","16.674,50","16.418,75","131,88K","-0,15%"
"13.12.2023","17.345,50","16.383,00","16.593,00","16.365,50","155,14K","1,16%"
"12.12.2023","17.146,00","16.240,00","16.389,50","16.185,25","253,67K","0,80%"
"11.12.2023","17.010,00","16.093,00","16.248,00","16.045,50","394,18K","5,69%"
"09.12.2023","16.094,00","16.094,00","16.094,00","16.094,00","","-4,54%"
"08.12.2023","16.859,00","16.017,50","16.118,75","15.888,25","0,00K","0,38%"
"07.12.2023","16.796,00","15.814,50","16.066,00","15.791,00","632,33K","1,35%"
"06.12.2023","16.572,00","15.897,00","16.037,75","15.802,00","675,48K","-0,56%"
"05.12.2023","16.665,00","15.863,25","15.961,00","15.761,25","683,59K","0,24%"
"04.12.2023","16.625,00","16.022,00","16.026,00","15.721,25","721,02K","3,71%"
"02.12.2023","16.030,25","16.030,25","16.030,25","16.030,25","","-4,59%"
"01.12.2023","16.801,00","15.955,00","16.050,00","15.864,00","621,71K","0,23%"
"30.11.2023","16.763,00","16.040,25","16.098,50","15.856,00","694,12K","-0,24%"
"29.11.2023","16.803,00","16.055,50","16.208,50","16.013,50","634,33K","-0,15%"
"28.11.2023","16.828,00","16.005,25","16.071,50","15.945,25","598,22K","0,23%"
"27.11.2023","16.789,50","16.008,00","16.089,25","15.938,75","502,56K","-0,07%"
"24.11.2023","16.802,00","16.036,75","16.086,50","15.981,75","296,60K","4,59%"
"23.11.2023","16.065,00","16.045,75","16.086,25","16.038,50","71,68K","-4,55%"
"22.11.2023","16.831,00","15.967,25","16.173,50","15.942,75","624,55K","0,37%"
"21.11.2023","16.769,50","16.087,50","16.122,50","15.912,00","575,45K","-0,59%"
"20.11.2023","16.868,50","15.895,00","16.116,75","15.837,25","559,49K","6,26%"
"18.11.2023","15.874,25","15.874,25","15.874,25","15.874,25","","-4,68%"
"17.11.2023","16.654,00","15.897,75","15.940,00","15.825,00","562,42K","0,16%"
"16.11.2023","16.627,50","15.846,75","15.906,75","15.796,75","634,46K","0,04%"
"15.11.2023","16.620,50","15.895,00","16.049,50","15.832,25","685,07K","0,09%"
"14.11.2023","16.605,50","15.558,00","15.918,75","15.552,00","656,10K","2,09%"
"13.11.2023","16.266,25","15.586,25","15.601,25","15.465,25","532,94K","-0,30%"
"10.11.2023","16.315,25","15.254,75","15.612,75","15.207,25","679,63K","2,13%"
"09.11.2023","15.974,25","15.356,25","15.453,75","15.236,75","710,43K","-0,81%"
"08.11.2023","16.105,50","15.373,00","15.417,50","15.286,75","547,84K","0,07%"
"07.11.2023","16.093,50","15.215,00","15.412,25","15.176,00","585,12K","0,89%"
"06.11.2023","15.951,50","15.187,00","15.257,50","15.138,00","496,13K","0,34%"
"03.11.2023","15.898,00","14.928,00","15.228,50","14.925,50","633,84K","1,15%"
"02.11.2023","15.716,75","14.761,25","15.017,25","14.760,00","652,48K","1,70%"
"01.11.2023","15.454,75","14.460,00","14.762,00","14.410,75","741,82K","1,68%"
"31.10.2023","15.199,75","14.410,50","14.503,75","14.311,25","712,61K","0,48%"
"30.10.2023","15.126,75","14.336,00","14.476,50","14.303,00","704,86K","1,01%"
"27.10.2023","14.975,75","14.248,25","14.407,75","14.209,75","782,10K","0,44%"
"26.10.2023","14.910,00","14.425,00","14.459,00","14.140,25","0,00K","-1,90%"
"25.10.2023","15.198,25","14.828,00","14.855,00","14.444,00","820,68K","-2,40%"
"24.10.2023","15.572,25","14.744,00","14.948,75","14.706,00","703,06K","0,87%"
"23.10.2023","15.438,25","14.680,00","14.853,75","14.514,25","765,73K","0,28%"
"20.10.2023","15.395,75","14.850,00","14.887,50","14.645,00","846,68K","-1,47%"
"19.10.2023","15.625,75","15.045,00","15.138,25","14.839,50","1,02M","-0,86%"
"18.10.2023","15.761,75","15.236,50","15.238,25","14.979,25","853,60K","-1,37%"
"17.10.2023","15.980,00","15.305,75","15.309,25","15.050,25","781,60K","-0,30%"
"16.10.2023","16.028,00","15.120,00","15.336,75","15.083,00","641,29K","1,07%"
"13.10.2023","15.858,00","15.324,00","15.366,75","15.062,25","777,01K","-1,24%"
"12.10.2023","16.057,00","15.407,50","15.468,75","15.216,25","747,49K","-0,39%"
"11.10.2023","16.120,50","15.282,25","15.416,75","15.253,00","614,97K","0,68%"
"10.10.2023","16.011,00","15.196,50","15.383,50","15.171,75","648,61K","0,53%"
"09.10.2023","15.926,00","15.040,25","15.212,75","14.949,50","617,07K","0,47%"
"06.10.2023","15.851,00","14.853,75","15.160,25","14.660,00","840,60K","1,73%"
"05.10.2023","15.581,00","14.903,00","14.958,75","14.716,25","676,46K","-0,40%"
"04.10.2023","15.644,00","14.713,75","14.956,00","14.589,00","803,26K","1,36%"
"03.10.2023","15.434,00","14.989,50","15.031,00","14.651,50","762,96K","-1,73%"
"02.10.2023","15.706,00","14.965,00","15.046,00","14.826,00","762,90K","0,76%"
"29.09.2023","15.587,00","14.876,50","15.060,75","14.811,00","745,54K","0,04%"
"28.09.2023","15.581,00","14.772,50","14.947,50","14.658,00","734,47K","0,78%"
"27.09.2023","15.460,00","14.725,25","14.821,50","14.586,00","716,20K","0,16%"
"26.09.2023","15.436,00","14.949,00","14.949,00","14.666,25","667,62K","-1,41%"
"25.09.2023","15.657,00","14.880,25","14.955,75","14.782,25","568,86K","0,42%"
"22.09.2023","15.591,00","14.854,50","15.027,50","14.836,25","624,06K","0,03%"
"21.09.2023","15.586,00","15.133,25","15.149,00","14.841,00","702,74K","-1,78%"
"20.09.2023","15.868,00","15.375,25","15.436,25","15.127,00","605,26K","-1,39%"
"19.09.2023","16.092,00","15.424,25","15.442,25","15.248,50","552,07K","-0,24%"
"18.09.2023","16.131,00","15.382,25","15.461,00","15.330,50","509,75K","0,12%"
"15.09.2023","16.111,00","15.480,25","15.524,00","15.401,25","9,27K","-1,72%"
"14.09.2023","16.393,00","15.372,75","15.517,75","15.337,25","110,44K","0,74%"
"13.09.2023","16.273,00","15.308,50","15.424,25","15.212,75","190,17K","0,31%"
"12.09.2023","16.223,00","15.466,50","15.480,75","15.288,75","253,05K","-1,04%"
"11.09.2023","16.393,00","15.308,00","15.497,50","15.298,00","411,39K","7,05%"
